transaction_id,transaction_date,amount,account_type,category,business_unit,region,customer_id,vendor_id,description
TRX101770,21-12-2022,201696.55,Revenue,Service,Enterprise,South,CUST10106,,Mother past top.
TRX101771,17-09-2023,33214.34,Liability,Liability,Retail,East,,,Lawyer defense full sort evening how.
TRX101772,22-09-2023,204315.48,Revenue,Service,Retail,North,CUST10177,,Read far stock still.
TRX101773,04-03-2022,90263.28,Revenue,Subscription,Retail,South,CUST10149,,Agreement age green doctor.
TRX101774,19-08-2022,-14979.17,Expense,Payroll,Retail,West,,VEND1089,Expert yes street heart want.
TRX101775,06-02-2022,-21331.01,Expense,Utilities,Enterprise,East,,VEND1054,Employee somebody charge likely use past new five.
TRX101776,16-05-2022,178496.72,Revenue,Product,Retail,East,CUST10169,,Save center indicate mother positive down write.
TRX101777,25-01-2023,-31520.14,Expense,Supplies,Retail,East,,VEND1112,Nearly exactly heart.
TRX101778,27-03-2022,-2000.00,Expense,Other,Enterprise,North,,VEND1059,Poor institution often race address event.
TRX101779,30-11-2023,131804.72,Revenue,Subscription,Enterprise,East,CUST10056,,Candidate wish bill add relate plant.
TRX101780,19-10-2023,68769.64,Revenue,Service,Enterprise,West,CUST10234,,No ground church purpose popular.
TRX101781,20-03-2023,-59561.18,Expense,Other,Enterprise,East,,VEND1032,First training name agency foreign.
TRX101782,01-05-2023,136020.65,Revenue,Service,Online,South,CUST10031,,Baby amount whole style its pass.
TRX101783,20-05-2022,-21529.64,Expense,Marketing,Enterprise,East,,VEND1010,Other place range skill model century.
TRX101784,11-02-2022,10508.91,Asset,Asset,Online,North,,,Coach bank daughter turn thought himself style.
TRX101785,02-08-2022,-86292.10,Expense,Utilities,Enterprise,North,,VEND1103,Son fund agent sign toward next above itself.
TRX101786,01-12-2022,-56705.43,Expense,Supplies,Enterprise,North,,VEND1089,Difference win woman keep talk film police.
TRX101787,22-04-2023,-46023.92,Expense,Rent,Online,East,,VEND1010,For usually relate laugh.
TRX101788,02-03-2023,115954.33,Revenue,Product,Enterprise,West,CUST10038,,Most worker change fast example fear prepare question.
TRX101789,07-01-2022,177669.70,Revenue,Subscription,Enterprise,West,CUST10269,,Budget industry laugh kid none.
TRX101790,21-02-2022,145900.41,Revenue,Service,Retail,East,CUST10310,,Edge you nothing all against.
TRX101791,06-01-2022,6786.17,Asset,Asset,Retail,South,,,Third we away weight.
TRX101792,15-06-2022,17547.78,Equity,Equity,Enterprise,East,,,Conference seek eat ok.
TRX101793,31-07-2023,252147.20,Revenue,Subscription,Enterprise,West,CUST10364,,Staff group character water by.
TRX101794,27-01-2023,181949.84,Revenue,Subscription,Retail,East,CUST10315,,Total main education medical arm draw phone.
TRX101795,02-10-2022,298915.11,Revenue,Product,Retail,North,CUST10253,,At him especially only suggest later.
TRX101796,21-05-2022,-36584.35,Expense,Other,Retail,North,,VEND1051,Wind country eat raise cover something blood size.
TRX101797,12-05-2023,144419.57,Revenue,Product,Enterprise,East,CUST10188,,Attention significant memory us.
TRX101798,06-07-2023,113705.18,Revenue,Subscription,Online,West,CUST10171,,Assume top change again field week thought fill.
TRX101799,19-11-2022,-41999.81,Expense,Marketing,Enterprise,East,,VEND1023,Front police executive quality head benefit.
TRX101800,24-12-2023,243963.66,Revenue,Product,Online,West,CUST10117,,Great beautiful experience total husband.
TRX101801,14-09-2023,161879.59,Revenue,Subscription,Enterprise,West,CUST10119,,Executive program agency save.
TRX101802,11-09-2022,-17915.57,Expense,Other,Retail,South,,VEND1026,Three address heavy simply where.
TRX101803,05-06-2023,-26228.95,Expense,Supplies,Retail,South,,VEND1100,I thousand role work read.
TRX101804,02-11-2022,206942.44,Revenue,Product,Online,South,CUST10054,,Him grow hotel.
TRX101805,20-04-2022,156781.16,Revenue,Product,Retail,West,CUST10366,,Standard among across north there hour.
TRX101806,11-09-2022,150090.80,Revenue,Subscription,Retail,South,CUST10242,,Pay law allow red.
TRX101807,13-05-2022,-38215.34,Expense,Other,Enterprise,North,,VEND1025,Worry music wonder bar of level.
TRX101808,16-04-2022,108121.55,Revenue,Subscription,Retail,East,CUST10366,,Voice benefit hot they sport official financial.
TRX101809,06-06-2022,240390.89,Revenue,Subscription,Retail,South,CUST10211,,Offer carry else third dark must lay movie.
TRX101810,25-03-2023,-19899.45,Expense,Other,Online,North,,VEND1057,Both student sport mention market.
TRX101811,25-11-2023,27169.13,Asset,Asset,Online,West,,,Help especially true green college rise.
TRX101812,28-07-2023,-28591.19,Expense,Utilities,Enterprise,East,,VEND1003,Thing certain unit data song effect build.
TRX101813,22-10-2023,116670.96,Revenue,Subscription,Enterprise,East,CUST10216,,Card at miss radio.
TRX101814,16-09-2023,-48928.52,Expense,Rent,Retail,North,,VEND1019,Cut choose source agent early store firm.
TRX101815,24-05-2022,147116.36,Revenue,Product,Retail,West,CUST10299,,Rule try debate natural.
TRX101816,20-06-2023,-4295.51,Expense,Rent,Enterprise,East,,VEND1085,Recent rich brother suggest individual character international.
TRX101817,23-09-2022,26502.04,Asset,Asset,Online,West,,,Much help one alone.
TRX101818,01-09-2022,-12090.48,Expense,Rent,Online,West,,VEND1096,Seven general claim step part seven.
TRX101819,02-08-2023,145811.12,Revenue,Subscription,Retail,East,CUST10072,,Spring business expert pull trade record list.
TRX101820,21-07-2023,-49156.94,Expense,Utilities,Retail,South,,VEND1054,Suddenly worker art area.
TRX101821,23-04-2023,115986.58,Revenue,Subscription,Online,South,CUST10091,,Professional trial actually dream almost detail.
TRX101822,20-06-2023,254603.42,Revenue,Subscription,Online,East,CUST10093,,Important camera hand.
TRX101823,19-10-2023,196343.36,Revenue,Product,Online,North,CUST10016,,Certainly follow skill interest inside cell smile.
TRX101824,16-10-2023,283106.25,Revenue,Service,Online,North,CUST10014,,Least other capital bill culture respond.
TRX101825,17-09-2023,170290.57,Revenue,Service,Online,South,CUST10086,,Place rich Congress fly.
TRX101826,17-10-2022,132149.46,Revenue,Product,Retail,East,CUST10205,,Yet arm trade question late including ability talk.
TRX101827,10-04-2022,-41523.92,Expense,Rent,Enterprise,South,,VEND1055,Area your ability affect case.
TRX101828,05-04-2023,-60615.79,Expense,Rent,Enterprise,East,,VEND1055,Imagine what follow heavy suddenly feel.
TRX101829,26-07-2023,24193.29,Asset,Asset,Online,East,,,Brother discuss perhaps opportunity laugh.
TRX101830,10-08-2023,-44002.75,Expense,Other,Enterprise,North,,VEND1085,Type coach be design this.
TRX101831,16-06-2023,66933.82,Revenue,Subscription,Retail,North,CUST10171,,Result father culture message let energy cultural.
TRX101832,11-03-2023,-32037.90,Expense,Marketing,Online,West,,VEND1095,Check car product visit guess which my.
TRX101833,14-01-2023,-33196.10,Expense,Other,Enterprise,South,,VEND1114,Talk kind pressure baby my field from.
TRX101834,02-03-2022,99485.60,Revenue,Product,Retail,North,CUST10021,,Almost do him idea.
TRX101835,13-04-2022,126498.19,Revenue,Subscription,Enterprise,North,CUST10101,,Respond approach generation talk book beat.
TRX101836,01-10-2023,-21530.03,Expense,Supplies,Online,South,,VEND1065,Pass social painting.
TRX101837,28-02-2023,241010.19,Revenue,Service,Online,West,CUST10041,,Image hour husband example enjoy.
TRX101838,30-08-2022,136682.32,Revenue,Subscription,Retail,South,CUST10007,,Manager require create morning.
TRX101839,26-11-2022,206976.88,Revenue,Service,Enterprise,South,CUST10361,,Open rather pass leader much on include.
TRX101840,03-05-2023,-58867.33,Expense,Other,Retail,West,,VEND1114,Wonder two police dog wrong.
TRX101841,21-03-2023,99812.43,Revenue,Product,Enterprise,North,CUST10367,,Under power student at computer show player.
TRX101842,13-08-2023,68782.09,Revenue,Service,Retail,West,CUST10012,,Bad it house city.
TRX101843,01-03-2023,-18008.69,Expense,Utilities,Online,West,,VEND1078,Hit college employee a dark might.
TRX101844,26-10-2023,122173.53,Revenue,Subscription,Online,West,CUST10068,,White good strong state between window.
TRX101845,05-04-2022,21178.68,Liability,Liability,Online,West,,,Off security prepare fund.
TRX101846,06-04-2022,-40542.37,Expense,Rent,Retail,North,,VEND1023,Go car serve hope.
TRX101847,13-09-2023,-39351.37,Expense,Utilities,Retail,East,,VEND1117,Various senior exist support nation.
TRX101848,18-10-2022,-52386.78,Expense,Marketing,Online,West,,VEND1095,Even him family they manage within.
TRX101849,14-11-2023,57684.59,Revenue,Product,Retail,North,CUST10104,,Soldier bill final anyone human world.
TRX101850,06-09-2023,-25234.03,Expense,Rent,Retail,South,,VEND1029,Dark radio set score wish officer.
TRX101851,20-08-2022,20358.39,Asset,Asset,Online,South,,,Successful opportunity age eight live use.
TRX101852,01-07-2022,-36639.88,Expense,Rent,Enterprise,East,,VEND1116,Expert everything trade resource hot.
TRX101853,08-06-2022,205909.16,Revenue,Product,Retail,East,CUST10163,,Bit skin stand around.
TRX101854,01-02-2023,-48686.80,Expense,Rent,Enterprise,West,,VEND1022,Sea human stay painting investment.
TRX101855,01-11-2022,-63771.69,Expense,Utilities,Enterprise,North,,VEND1003,Beat town everyone water class laugh range.
TRX101856,21-03-2023,28432.22,Equity,Equity,Enterprise,East,,,Tough lose I yet.
TRX101857,21-09-2022,224376.55,Revenue,Product,Online,North,CUST10140,,Section house ever nation claim apply.
TRX101858,31-07-2023,189943.49,Revenue,Product,Retail,East,CUST10142,,Month despite eight technology need.
TRX101859,06-02-2022,176072.59,Revenue,Subscription,Retail,North,CUST10130,,Some order assume knowledge spend check.
TRX101860,24-07-2023,156094.31,Revenue,Subscription,Enterprise,South,CUST10346,,Manage many size sense information.
TRX101861,17-04-2022,-64335.47,Expense,Supplies,Online,East,,VEND1095,Despite until myself.
TRX101862,20-07-2022,-22009.86,Expense,Other,Online,North,,VEND1051,East bed manage arrive glass.
TRX101863,08-06-2022,148458.64,Revenue,Subscription,Online,North,CUST10366,,Difficult pattern able hold represent news.
TRX101864,30-11-2022,-69953.60,Expense,Rent,Enterprise,West,,VEND1038,Billion choose easy personal.
TRX101865,19-08-2023,158281.51,Revenue,Service,Retail,South,CUST10219,,Event nation kitchen risk mother toward together compare.
TRX101866,01-11-2023,-49757.53,Expense,Other,Enterprise,East,,VEND1062,Quality such yard produce field situation.
TRX101867,20-02-2023,51980.89,Revenue,Subscription,Online,North,CUST10159,,Senior consumer their me specific.
TRX101868,07-06-2023,202201.55,Revenue,Product,Online,East,CUST10261,,Total share let leave item.
TRX101869,17-02-2022,-29503.08,Expense,Marketing,Retail,North,,VEND1020,Speech hit movie capital TV brother.
TRX101870,11-02-2023,-40395.22,Expense,Supplies,Enterprise,East,,VEND1089,Government factor listen true eat.
TRX101871,17-11-2023,-22103.01,Expense,Utilities,Online,East,,VEND1080,Clear leg physical we create subject.
TRX101872,04-04-2022,-36224.59,Expense,Utilities,Retail,South,,VEND1018,What individual sing around position.
TRX101873,16-04-2022,280307.03,Revenue,Subscription,Online,West,CUST10286,,Figure few reach attention the indeed who.
TRX101874,17-06-2022,24900.38,Liability,Liability,Enterprise,East,,,Right experience however chair federal.
TRX101875,01-11-2022,124387.30,Revenue,Subscription,Online,East,CUST10340,,Various must to between.
TRX101876,13-06-2022,149898.44,Revenue,Service,Online,South,CUST10328,,Also will hit simple step economy.
TRX101877,06-03-2023,29220.24,Equity,Equity,Retail,East,,,Level perform rate soon talk add.
TRX101878,13-12-2023,249526.91,Revenue,Product,Enterprise,West,CUST10078,,Beat management board life require tree manage myself.
TRX101879,25-01-2023,150894.49,Revenue,Product,Enterprise,East,CUST10364,,Material military trip interesting recently everybody for.
TRX101880,23-07-2023,133694.74,Revenue,Product,Retail,West,CUST10362,,Left community drop almost table team long.
TRX101881,14-04-2022,-67309.98,Expense,Payroll,Enterprise,West,,VEND1099,Wait increase great.
TRX101882,29-09-2022,158511.30,Revenue,Service,Retail,North,CUST10191,,Decide over clearly partner gas cut guess.
TRX101883,25-12-2022,-40614.25,Expense,Marketing,Retail,West,,VEND1081,Run phone product military change.
TRX101884,12-01-2022,-50163.26,Expense,Utilities,Enterprise,South,,VEND1068,Car consumer opportunity treatment.
TRX101885,06-12-2023,191638.83,Revenue,Product,Enterprise,North,CUST10233,,Action must remain.
TRX101886,02-11-2023,239960.44,Revenue,Product,Enterprise,East,CUST10198,,Explain doctor here.
TRX101887,10-08-2022,-46120.21,Expense,Other,Retail,South,,VEND1092,Yourself others practice room others yeah.
TRX101888,18-12-2023,144391.15,Revenue,Subscription,Retail,South,CUST10135,,Window approach ten almost call.
TRX101889,18-03-2023,-52473.41,Expense,Utilities,Enterprise,North,,VEND1117,Painting bag value do why give rate policy.
TRX101890,04-06-2022,113675.88,Revenue,Service,Enterprise,West,CUST10171,,Adult step ok long present possible city.
TRX101891,14-10-2022,109051.80,Revenue,Service,Enterprise,East,CUST10314,,Yet moment either believe.
TRX101892,17-09-2023,176692.29,Revenue,Product,Retail,East,CUST10235,,Sport bar whose base stage her.
TRX101893,27-12-2022,-12331.57,Expense,Utilities,Retail,North,,VEND1118,Surface policy whose above.
TRX101894,26-04-2022,23027.81,Equity,Equity,Enterprise,East,,,Strong international these yes.
TRX101895,28-06-2022,155817.86,Revenue,Service,Online,East,CUST10251,,Through test information assume care TV their.
TRX101896,30-04-2023,95314.15,Revenue,Product,Enterprise,West,CUST10061,,Develop data however figure gun doctor up.
TRX101897,14-11-2023,-55693.14,Expense,Payroll,Enterprise,West,,VEND1018,Main candidate assume next summer.
TRX101898,16-04-2022,105113.95,Revenue,Subscription,Enterprise,West,CUST10055,,Learn bar rule others front television.
TRX101899,31-03-2022,55240.45,Revenue,Subscription,Enterprise,East,CUST10261,,Yes surface suddenly talk quite.
TRX101900,07-04-2023,-67555.09,Expense,Marketing,Enterprise,East,,VEND1060,Reflect somebody food pressure federal.
TRX101901,13-03-2022,-58930.73,Expense,Marketing,Enterprise,North,,VEND1093,For the popular central when keep sort.
TRX101902,10-03-2022,-47254.97,Expense,Marketing,Retail,North,,VEND1008,Church party box quality feel door.
TRX101903,25-01-2022,133334.25,Revenue,Subscription,Online,West,CUST10117,,Collection throw policy lay within always man.
TRX101904,29-08-2022,187771.38,Revenue,Product,Retail,West,CUST10064,,Past moment few positive security party effort positive.
TRX101905,14-05-2022,133778.00,Revenue,Product,Enterprise,West,CUST10158,,Fall hope yeah war operation effect various pay.
TRX101906,29-03-2022,18868.03,Liability,Liability,Retail,South,,,Sign service off care.
TRX101907,25-01-2023,-43777.13,Expense,Utilities,Enterprise,South,,VEND1018,Draw business entire community nothing will.
TRX101908,28-02-2023,205919.09,Revenue,Subscription,Retail,West,CUST10293,,Per spring key water seat.
TRX101909,31-08-2023,181476.82,Revenue,Subscription,Retail,East,CUST10189,,Stop hold several not.
TRX101910,15-05-2023,156318.82,Revenue,Product,Online,North,CUST10262,,Street local couple data.
TRX101911,05-08-2022,137539.36,Revenue,Service,Retail,East,CUST10070,,Available strong accept technology.
TRX101912,23-10-2022,122115.07,Revenue,Product,Online,West,CUST10037,,Change spring or support summer author safe.
TRX101913,29-08-2023,77046.45,Revenue,Service,Enterprise,East,CUST10280,,Particularly people similar yeah detail here thought responsibility.
TRX101914,01-01-2023,-41423.09,Expense,Other,Enterprise,South,,VEND1117,Would them million night near research discover write.
TRX101915,16-10-2022,-42756.55,Expense,Utilities,Enterprise,South,,VEND1092,Thing world consumer boy man worry.
TRX101916,20-11-2023,158980.22,Revenue,Service,Online,North,CUST10134,,Power serious why line computer control anything.
TRX101917,07-10-2022,167157.56,Revenue,Subscription,Retail,North,CUST10141,,Up tell party.
TRX101918,09-01-2022,-17624.30,Expense,Other,Enterprise,North,,VEND1076,Contain continue fill scientist.
TRX101919,11-07-2023,145017.83,Revenue,Subscription,Retail,South,CUST10310,,Visit simple key simple people baby several building.
TRX101920,08-08-2022,214488.82,Revenue,Service,Enterprise,South,CUST10353,,Approach memory activity couple wait.
TRX101921,24-10-2023,96341.43,Revenue,Service,Retail,West,CUST10098,,People suddenly together even bill air.
TRX101922,08-10-2022,131334.72,Revenue,Product,Enterprise,East,CUST10204,,How soldier rise beautiful ok central often.
TRX101923,10-10-2023,-31412.32,Expense,Other,Online,North,,VEND1065,Throughout situation live one occur reflect.
TRX101924,31-08-2022,109299.10,Revenue,Service,Enterprise,North,CUST10069,,Concern rule benefit class writer thus.
TRX101925,21-08-2023,-51075.01,Expense,Utilities,Retail,North,,VEND1007,Agency my ever while chance security somebody.
TRX101926,05-02-2023,-36866.97,Expense,Rent,Online,East,,VEND1017,Unit read service firm fill character mother dream.
TRX101927,31-03-2023,142968.55,Revenue,Subscription,Retail,East,CUST10106,,Smile type already person including.
TRX101928,06-10-2023,-88600.13,Expense,Other,Retail,North,,VEND1077,Today character Republican.
TRX101929,18-02-2023,-18280.56,Expense,Other,Online,East,,VEND1009,Including sometimes perhaps simple wind month.
TRX101930,26-11-2022,-27089.75,Expense,Rent,Online,South,,VEND1036,None program treatment return evening tree top.
TRX101931,23-04-2022,-26665.17,Expense,Utilities,Online,South,,VEND1006,Hear common nothing plan financial.
TRX101932,26-02-2023,202143.63,Revenue,Subscription,Enterprise,North,CUST10073,,Better prepare real wrong medical.
TRX101933,12-02-2023,71718.12,Revenue,Subscription,Online,South,CUST10335,,Reason early call type woman.
TRX101934,15-11-2023,-41367.48,Expense,Marketing,Online,South,,VEND1083,Indicate perhaps owner person fly finally pick show.
TRX101935,13-10-2023,-23159.43,Expense,Payroll,Retail,West,,VEND1025,Attack him economy air great.
TRX101936,07-09-2022,-57258.40,Expense,Marketing,Online,East,,VEND1075,Follow important believe consumer step.
TRX101937,01-05-2022,-7062.50,Expense,Utilities,Enterprise,North,,VEND1068,Choose particular down interview whatever heart.
TRX101938,29-10-2023,253248.12,Revenue,Subscription,Enterprise,East,CUST10247,,World bed human.
TRX101939,03-11-2022,-43316.25,Expense,Supplies,Online,South,,VEND1111,Nature six newspaper stop kind.
TRX101940,14-09-2023,126895.85,Revenue,Service,Enterprise,South,CUST10286,,Well pull around matter there argue like.
TRX101941,16-01-2023,-64418.06,Expense,Utilities,Enterprise,South,,VEND1049,Know soon might.
TRX101942,16-01-2022,111808.57,Revenue,Service,Retail,North,CUST10261,,Civil note bit computer perhaps.
TRX101943,01-03-2023,-61190.37,Expense,Marketing,Retail,East,,VEND1039,Away process expert town.
TRX101944,01-05-2022,139914.75,Revenue,Product,Enterprise,East,CUST10015,,Baby image not poor poor true.
TRX101945,26-10-2023,127863.95,Revenue,Subscription,Retail,South,CUST10069,,World song member enter ahead.
TRX101946,11-12-2023,-52630.98,Expense,Marketing,Online,West,,VEND1036,Because view final character child avoid.
TRX101947,19-04-2023,164480.06,Revenue,Subscription,Enterprise,North,CUST10289,,Us reason something statement knowledge go.
TRX101948,10-10-2022,-48578.63,Expense,Payroll,Enterprise,South,,VEND1043,Serious picture others.
TRX101949,16-03-2023,234062.33,Revenue,Service,Online,South,CUST10117,,Assume land child cover happen appear.
TRX101950,19-02-2022,158059.59,Revenue,Subscription,Online,East,CUST10284,,Third those skill mission.
TRX101951,22-10-2023,180639.68,Revenue,Subscription,Enterprise,South,CUST10221,,Moment whose field.
TRX101952,13-01-2023,-35351.77,Expense,Utilities,Online,West,,VEND1024,Right fear have popular.
TRX101953,26-10-2022,69718.05,Revenue,Service,Online,East,CUST10225,,Professor hope word moment if thing receive south.
TRX101954,04-09-2022,236679.30,Revenue,Service,Retail,West,CUST10196,,Plant one determine more before official.
TRX101955,12-02-2023,210507.03,Revenue,Product,Enterprise,West,CUST10170,,Guy few performance job.
TRX101956,20-09-2022,-37612.64,Expense,Other,Online,South,,VEND1044,Treatment impact less financial face majority.
TRX101957,27-08-2023,129587.41,Revenue,Service,Online,South,CUST10180,,Ask say leader.
TRX101958,14-04-2023,151253.14,Revenue,Service,Retail,East,CUST10354,,Return build seek under order.
TRX101959,30-08-2022,-29467.00,Expense,Utilities,Online,West,,VEND1067,Lead second add audience modern difference.
TRX101960,12-11-2023,-46646.77,Expense,Marketing,Retail,North,,VEND1077,Half fast most for rule.
TRX101961,04-02-2022,-35061.65,Expense,Rent,Enterprise,West,,VEND1097,Go western article water.
TRX101962,03-04-2023,66593.62,Revenue,Subscription,Online,West,CUST10125,,Computer suffer really.
TRX101963,11-06-2023,-52804.52,Expense,Other,Enterprise,West,,VEND1008,Agent cover next behavior degree provide.
TRX101964,27-04-2022,179281.88,Revenue,Service,Online,North,CUST10112,,Grow tell very third south tax.
TRX101965,14-01-2022,10684.31,Asset,Asset,Online,South,,,Behind teach agency opportunity partner stage reflect avoid.
TRX101966,12-01-2023,193241.11,Revenue,Subscription,Enterprise,West,CUST10326,,Example memory himself myself operation citizen former.
TRX101967,04-12-2022,-59515.59,Expense,Marketing,Retail,North,,VEND1065,Per whose do among.
TRX101968,15-11-2022,94136.19,Revenue,Service,Online,West,CUST10136,,Bar moment government especially simply partner.
TRX101969,15-12-2023,164536.09,Revenue,Subscription,Enterprise,North,CUST10165,,Sit official order.
TRX101970,31-07-2022,-49462.18,Expense,Payroll,Retail,West,,VEND1113,Center reduce land relationship land artist.
TRX101971,30-09-2023,18510.48,Liability,Liability,Enterprise,South,,,Have game service hit determine score news accept.
TRX101972,28-02-2023,-21002.96,Expense,Payroll,Enterprise,West,,VEND1058,Police save also write let.
TRX101973,07-02-2023,177804.10,Revenue,Subscription,Retail,East,CUST10312,,Summer while development why economic old computer political.
TRX101974,14-06-2023,-43831.07,Expense,Supplies,Online,South,,VEND1077,Three outside always.
TRX101975,22-12-2022,-61821.93,Expense,Supplies,Enterprise,East,,VEND1060,Cultural tax likely simply stay.
TRX101976,06-03-2022,128885.73,Revenue,Subscription,Retail,South,CUST10296,,Across organization beautiful million total room bank.
TRX101977,17-04-2022,109029.64,Revenue,Product,Retail,East,CUST10165,,Wall place heavy social memory fear south.
TRX101978,16-11-2022,-53789.44,Expense,Payroll,Online,North,,VEND1032,Standard around read difficult hundred road system knowledge.
TRX101979,28-02-2022,-26896.21,Expense,Payroll,Retail,East,,VEND1070,Though court relationship culture nation way throughout.
TRX101980,30-07-2023,135892.15,Revenue,Product,Online,East,CUST10302,,Record your industry instead available forget voice.
TRX101981,09-11-2023,-52726.81,Expense,Rent,Enterprise,South,,VEND1114,Face food hold establish community soldier seek.
TRX101982,21-06-2023,28156.34,Equity,Equity,Online,West,,,Smile risk enjoy subject.
TRX101983,04-04-2023,99968.39,Revenue,Product,Enterprise,North,CUST10223,,Check account short table within catch wear.
TRX101984,08-09-2023,-19010.13,Expense,Payroll,Retail,East,,VEND1031,Have role today score world.
TRX101985,13-04-2023,-48749.93,Expense,Marketing,Retail,East,,VEND1083,Indeed smile could food only available wall.
TRX101986,15-02-2023,-2000.00,Expense,Payroll,Enterprise,North,,VEND1110,Call young enter tend.
TRX101987,20-02-2023,27121.29,Asset,Asset,Enterprise,South,,,Hear remain cover difficult ready can.
TRX101988,15-05-2022,-33544.28,Expense,Other,Enterprise,West,,VEND1084,Feel picture thank arm plan now.
TRX101989,26-09-2023,14505.40,Equity,Equity,Enterprise,North,,,Painting investment technology miss spend market wrong.
TRX101990,08-08-2023,-52531.97,Expense,Other,Online,South,,VEND1009,Help guess technology believe American.
TRX101991,15-07-2022,185938.73,Revenue,Product,Online,North,CUST10048,,Visit thank watch act professor.
TRX101992,25-12-2023,-56317.77,Expense,Payroll,Retail,South,,VEND1042,Left century fast impact.
TRX101993,03-09-2023,-35253.79,Expense,Supplies,Enterprise,East,,VEND1083,Candidate major sense ask gun play day.
TRX101994,30-11-2023,-31547.99,Expense,Supplies,Retail,North,,VEND1102,Billion site court able attorney laugh black.
TRX101995,29-05-2023,-28547.91,Expense,Utilities,Online,North,,VEND1049,Still suffer people physical behind relate figure.
TRX101996,27-02-2022,-43294.76,Expense,Payroll,Retail,East,,VEND1036,Food I herself entire read at.
TRX101997,07-05-2022,187053.17,Revenue,Product,Enterprise,West,CUST10171,,Organization gas image put different.
TRX101998,16-02-2023,-24530.28,Expense,Supplies,Online,East,,VEND1060,Shoulder movement degree begin.
TRX101999,05-10-2023,-66457.93,Expense,Marketing,Enterprise,North,,VEND1102,Improve resource own per.
TRX102000,10-02-2022,-3539.33,Expense,Supplies,Online,South,,VEND1100,Lead mission recently two include.
TRX102001,18-07-2022,229292.19,Revenue,Service,Retail,North,CUST10188,,Again career appear.
TRX102002,24-04-2022,-86205.03,Expense,Payroll,Enterprise,West,,VEND1106,Kitchen not certainly quickly even.
TRX102003,13-12-2023,20732.09,Asset,Asset,Retail,East,,,Fund tonight between as.
TRX102004,02-07-2022,202907.81,Revenue,Product,Enterprise,West,CUST10076,,Option hard economy citizen area represent dark.
TRX102005,01-05-2023,141674.34,Revenue,Product,Enterprise,North,CUST10048,,Could suggest science under.
TRX102006,02-04-2023,-2000.00,Expense,Payroll,Online,East,,VEND1037,Number site face father between news.
TRX102007,30-04-2022,81374.27,Revenue,Product,Enterprise,West,CUST10224,,Wonder dinner every southern interest.
TRX102008,31-03-2023,111228.52,Revenue,Product,Retail,South,CUST10240,,Say tend that rise worry.
TRX102009,19-10-2023,-54312.23,Expense,Utilities,Retail,North,,VEND1059,Ball game interesting exist adult energy.
TRX102010,15-07-2023,-46973.86,Expense,Other,Enterprise,East,,VEND1019,We only production material.
TRX102011,11-02-2023,134362.99,Revenue,Product,Online,East,CUST10363,,These official board itself why rich could.
TRX102012,17-08-2022,-52824.55,Expense,Supplies,Online,South,,VEND1100,These traditional particular focus sea high.
TRX102013,02-06-2022,146530.25,Revenue,Subscription,Online,North,CUST10221,,Choice spring lay film certainly.
TRX102014,24-02-2022,-2000.00,Expense,Supplies,Online,East,,VEND1032,Feeling perhaps democratic across.
TRX102015,29-03-2022,82504.12,Revenue,Service,Retail,North,CUST10354,,Oil rate picture ability generation bring.
TRX102016,23-10-2023,-58210.00,Expense,Utilities,Enterprise,West,,VEND1067,Drug pattern center eye medical.
TRX102017,20-04-2023,121330.21,Revenue,Service,Enterprise,East,CUST10033,,Pick kind around bill.
TRX102018,21-07-2023,157443.67,Revenue,Service,Enterprise,East,CUST10253,,Decision black soldier.
TRX102019,14-03-2023,129820.13,Revenue,Product,Online,North,CUST10305,,Whether provide sell black security parent.
TRX102020,21-05-2022,11678.52,Liability,Liability,Online,East,,,Expect describe support body could degree.
TRX102021,08-07-2023,-52331.69,Expense,Supplies,Retail,East,,VEND1088,How professional fire true drive media yet.
TRX102022,07-02-2023,158250.85,Revenue,Subscription,Enterprise,West,CUST10004,,Cause why drop.
TRX102023,10-06-2022,13965.76,Asset,Asset,Enterprise,East,,,Notice her eight nature home.
TRX102024,27-12-2022,142580.28,Revenue,Service,Enterprise,South,CUST10296,,Surface budget ago kitchen.
TRX102025,15-02-2022,-35528.80,Expense,Payroll,Online,South,,VEND1096,Whom own fish.
TRX102026,18-07-2023,191078.16,Revenue,Product,Retail,East,CUST10060,,Fact career reduce all collection stop particularly.
TRX102027,23-08-2023,-35869.97,Expense,Payroll,Enterprise,North,,VEND1014,At pretty voice finally.
TRX102028,10-08-2022,173617.46,Revenue,Service,Online,West,CUST10350,,Main key you choose real until artist.
TRX102029,05-12-2022,192329.08,Revenue,Service,Online,West,CUST10108,,Herself able perhaps leader.
TRX102030,01-11-2023,122281.03,Revenue,Subscription,Retail,West,CUST10324,,Should stay item amount.
TRX102031,26-10-2022,195580.90,Revenue,Product,Enterprise,South,CUST10225,,Be operation future apply.
TRX102032,20-12-2023,284934.91,Revenue,Subscription,Enterprise,South,CUST10112,,Involve education gun turn do citizen itself.
TRX102033,10-05-2023,85217.08,Revenue,Subscription,Enterprise,East,CUST10298,,Which participant far school deep probably.
TRX102034,31-10-2023,-35453.98,Expense,Other,Online,West,,VEND1021,West art sell young career sit share.
TRX102035,17-07-2023,150278.81,Revenue,Service,Retail,North,CUST10122,,Mean consider perhaps arrive bill.
TRX102036,28-04-2022,-43882.89,Expense,Utilities,Retail,North,,VEND1024,Audience nation language level hospital.
